Kode Unit Motor,Tahun Kendaraan,Kilometer,Usia_Kendaraan,Kondisi_Oli,Kondisi_Rem,KM_Terakhir_Ganti_Oli,Bulan_Terakhir_Ganti_Oli,KM_Per_Tahun,Jumlah_Keluhan,Jns Service
NMAX-NEO-S,2018,25955,3,Perlu Ganti,Perlu Penggantian,2520,3,8651,0,rutin
FREE-GO-S,2020,7627,1,Kritis,Baik,6748,10,7627,0,rutin
FAZZIO-NEO-HY,2020,9948,1,Kritis,Baik,6675,12,9948,2,repair
XSR 155,2020,6818,1,Kritis,Baik,3423,4,6818,0,rutin
NMAX-NEO-S,2021,402,0,Kritis,Baik,215,10,402,1,repair
NMAX-NEO-S,2018,35784,3,Baik,Perlu Penggantian,221,3,11928,1,rutin
MIO,2018,26876,3,Baik,Perlu Penggantian,691,1,8958,1,rutin
FAZZIO-NEO-HY,2019,13020,2,Baik,Baik,1715,4,6510,0,rutin
ALL-NEW-NMAX,2020,6675,1,Baik,Baik,423,3,6675,0,rutin
ALL-NEW-AEROX,2020,14093,1,Baik,Baik,1098,2,14093,0,rutin
NMAX-NEO-S,2021,35,0,Perlu Ganti,Baik,17,7,35,0,rutin
LEXI,2021,0,0,Kritis,Baik,0,10,0,0,rutin
ALL-NEW-AEROX,2018,32942,3,Kritis,Perlu Penggantian,1466,8,10980,4,repair
ALL-NEW-NMAX,2018,24244,3,Perlu Ganti,Perlu Penyetelan,2386,3,8081,0,rutin
XSR 155,2018,36450,3,Baik,Perlu Penggantian,551,3,12150,3,repair
LEXI,2019,10084,2,Kritis,Baik,4228,9,5042,0,rutin
ALL-NEW-NMAX,2020,6684,1,Kritis,Baik,2280,10,6684,1,rutin
FAZZIO-NEO-HY,2018,21070,3,Kritis,Perlu Penyetelan,4462,9,7023,2,repair
ALL-NEW-NMAX,2021,444,0,Perlu Ganti,Baik,2,5,444,0,rutin
FAZZIO-NEO-HY,2019,17190,2,Baik,Perlu Penyetelan,576,2,8595,0,rutin
ALL-NEW-NMAX,2021,0,0,Baik,Baik,0,4,0,0,rutin
NMAX-NEO-S,2021,0,0,Kritis,Baik,0,12,0,0,rutin
FREE-GO-S,2019,15054,2,Baik,Perlu Penyetelan,852,1,7527,0,rutin
MIO,2019,18743,2,Perlu Ganti,Perlu Penyetelan,2975,4,9371,0,rutin
MIO-M3 125,2021,0,0,Baik,Baik,0,3,0,0,rutin
MIO-M3 125,2019,13720,2,Baik,Baik,204,1,6860,0,rutin
NMAX-NEO-S,2018,22088,3,Perlu Ganti,Perlu Penyetelan,2109,5,7362,0,rutin
X-MAX-CONNEC,2019,25898,2,Baik,Perlu Penggantian,1599,1,12949,1,repair
FREE-GO-S,2018,16694,3,Perlu Ganti,Perlu Penyetelan,569,5,5564,1,repair
MIO,2021,99,0,Kritis,Baik,36,10,99,2,repair
ALL-NEW-NMAX,2018,19033,3,Baik,Perlu Penyetelan,1757,3,6344,0,rutin
X-MAX-CONNEC,2019,31436,2,Kritis,Perlu Penggantian,981,8,15718,0,rutin
ALL-NEW-AEROX,2018,23466,3,Baik,Perlu Penyetelan,621,3,7822,1,rutin
X-MAX-CONNEC,2020,10157,1,Baik,Baik,1440,1,10157,0,rutin
MIO-M3 125,2020,9452,1,Baik,Baik,898,4,9452,0,rutin
FILANO-NEO,2019,9977,2,Kritis,Baik,7315,12,4988,2,repair
MT-15,2021,213,0,Perlu Ganti,Baik,72,6,213,0,rutin
VIXION,2020,10596,1,Kritis,Baik,6274,7,10596,0,rutin
MIO,2019,21036,2,Kritis,Perlu Penyetelan,7704,12,10518,1,repair
ALL-NEW-AEROX,2021,445,0,Kritis,Baik,351,9,445,0,rutin
VIXION,2021,187,0,Baik,Baik,160,4,187,0,rutin
NMAX-NEO-S,2018,24235,3,Baik,Perlu Penyetelan,1736,3,8078,0,rutin
ALL-NEW-AEROX,2020,14630,1,Kritis,Baik,3136,4,14630,0,rutin
MIO-M3 125,2018,30230,3,Baik,Perlu Penggantian,1027,4,10076,0,rutin
X-MAX-CONNEC,2020,12940,1,Baik,Baik,61,3,12940,0,rutin
LEXI,2020,9951,1,Baik,Baik,739,3,9951,0,rutin
X-MAX-CONNEC,2021,0,0,Perlu Ganti,Baik,0,6,0,0,rutin
MT-15,2018,41804,3,Kritis,Perlu Penggantian,4792,7,13934,4,repair
NMAX-NEO-S,2019,17770,2,Perlu Ganti,Perlu Penyetelan,2779,5,8885,0,rutin
MIO,2021,0,0,Kritis,Baik,0,9,0,1,repair
LEXI,2020,9374,1,Baik,Baik,754,4,9374,0,rutin
FAZZIO-NEO-HY,2021,20,0,Baik,Baik,14,1,20,0,rutin
MIO,2021,48,0,Kritis,Baik,8,9,48,1,repair
FILANO-NEO,2020,10612,1,Perlu Ganti,Baik,2503,2,10612,0,rutin
LEXI,2021,215,0,Perlu Ganti,Baik,116,7,215,0,rutin
FREE-GO-S,2020,7692,1,Baik,Baik,1336,2,7692,0,rutin
ALL-NEW-NMAX,2021,118,0,Perlu Ganti,Baik,12,6,118,0,rutin
X-MAX-CONNEC,2018,22053,3,Baik,Perlu Penyetelan,698,1,7351,1,repair
NMAX-NEO-S,2021,408,0,Kritis,Baik,281,10,408,1,repair
FILANO-NEO,2018,18740,3,Kritis,Perlu Penyetelan,3204,6,6246,2,repair
ALL-NEW-AEROX,2020,9273,1,Kritis,Baik,6652,8,9273,2,repair
FAZZIO-NEO-HY,2021,394,0,Baik,Baik,122,2,394,0,rutin
MIO,2020,8623,1,Kritis,Baik,7730,12,8623,1,repair
MIO-M3 125,2021,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
FAZZIO-NEO-HY,2018,17417,3,Perlu Ganti,Perlu Penyetelan,615,5,5805,2,repair
MIO,2019,24637,2,Baik,Perlu Penyetelan,1322,1,12318,1,rutin
MIO,2019,22807,2,Kritis,Perlu Penyetelan,6172,11,11403,3,repair
LEXI,2019,16228,2,Kritis,Perlu Penyetelan,7046,8,8114,1,repair
LEXI,2021,24,0,Kritis,Baik,16,10,24,0,rutin
ALL-NEW-NMAX,2019,17688,2,Kritis,Perlu Penyetelan,7584,10,8844,0,rutin
ALL-NEW-NMAX,2019,10344,2,Kritis,Baik,5899,8,5172,0,rutin
FILANO-NEO,2019,18285,2,Kritis,Perlu Penyetelan,7053,10,9142,2,repair
LEXI,2021,109,0,Baik,Baik,35,3,109,0,rutin
NMAX-NEO-S,2019,21827,2,Kritis,Perlu Penyetelan,3748,12,10913,0,rutin
MT-15,2020,11153,1,Baik,Baik,514,1,11153,0,rutin
FAZZIO-NEO-HY,2020,5064,1,Baik,Baik,675,4,5064,0,rutin
MIO-M3 125,2019,10451,2,Baik,Baik,716,1,5225,0,rutin
MIO,2019,17257,2,Kritis,Perlu Penyetelan,7133,10,8628,1,repair
LEXI,2018,25618,3,Baik,Perlu Penggantian,258,1,8539,1,repair
R15,2020,14255,1,Kritis,Baik,5615,9,14255,3,repair
VIXION,2019,14167,2,Kritis,Baik,6190,8,7083,2,repair
ALL-NEW-AEROX,2018,41190,3,Kritis,Perlu Penggantian,4524,7,13730,2,repair
LEXI,2018,29367,3,Kritis,Perlu Penggantian,3505,4,9789,3,repair
MIO,2021,0,0,Kritis,Baik,0,8,0,0,rutin
FILANO-NEO,2021,0,0,Baik,Baik,0,4,0,0,rutin
NMAX-NEO-S,2020,10748,1,Baik,Baik,904,2,10748,0,rutin
LEXI,2018,14520,3,Kritis,Perlu Penyetelan,8542,12,4840,3,repair
NMAX-NEO-S,2018,28938,3,Kritis,Perlu Penggantian,3256,10,9646,3,repair
NMAX-NEO-S,2018,31392,3,Kritis,Perlu Penggantian,6761,9,10464,2,repair
FREE-GO-S,2018,17703,3,Kritis,Perlu Penyetelan,6588,9,5901,2,repair
ALL-NEW-NMAX,2019,16377,2,Kritis,Perlu Penyetelan,4371,9,8188,2,repair
ALL-NEW-NMAX,2019,18398,2,Kritis,Perlu Penyetelan,3713,4,9199,1,repair
R15,2021,0,0,Kritis,Baik,0,12,0,2,repair
LEXI,2021,61,0,Perlu Ganti,Baik,20,6,61,1,rutin
ALL-NEW-NMAX,2021,154,0,Baik,Baik,99,1,154,0,rutin
MIO,2018,37925,3,Perlu Ganti,Perlu Penggantian,1516,5,12641,0,rutin
R15,2020,14002,1,Kritis,Baik,7563,12,14002,0,rutin
LEXI,2020,8587,1,Kritis,Baik,3033,6,8587,2,repair
MT-15,2018,41408,3,Perlu Ganti,Perlu Penggantian,683,6,13802,4,repair
R15,2020,8715,1,Kritis,Baik,4494,9,8715,1,repair
FREE-GO-S,2021,36,0,Baik,Baik,0,3,36,0,rutin
MIO,2019,22267,2,Baik,Perlu Penyetelan,1797,3,11133,1,repair
LEXI,2019,18867,2,Baik,Perlu Penyetelan,594,1,9433,0,rutin
MIO-M3 125,2019,17204,2,Kritis,Perlu Penyetelan,4560,7,8602,0,rutin
LEXI,2021,83,0,Kritis,Baik,27,11,83,1,repair
FREE-GO-S,2021,460,0,Kritis,Baik,186,8,460,1,rutin
LEXI,2018,25171,3,Baik,Perlu Penggantian,410,4,8390,1,rutin
MIO-M3 125,2019,11564,2,Kritis,Baik,1715,9,5782,1,rutin
MIO,2021,66,0,Kritis,Baik,30,8,66,1,repair
MIO,2019,19362,2,Kritis,Perlu Penyetelan,3507,4,9681,2,rutin
ALL-NEW-NMAX,2020,6790,1,Kritis,Baik,6323,8,6790,2,repair
ALL-NEW-AEROX,2020,12873,1,Kritis,Baik,4932,8,12873,0,rutin
R15,2020,11497,1,Baik,Baik,244,2,11497,0,rutin
MIO-M3 125,2018,19756,3,Kritis,Perlu Penyetelan,3594,7,6585,0,rutin
LEXI,2018,16341,3,Kritis,Perlu Penyetelan,4724,10,5447,2,repair
ALL-NEW-NMAX,2021,209,0,Kritis,Baik,70,8,209,2,repair
NMAX-NEO-S,2021,61,0,Kritis,Baik,1,8,61,1,repair
FILANO-NEO,2019,11355,2,Kritis,Baik,4857,11,5677,1,rutin
MIO,2018,28366,3,Perlu Ganti,Perlu Penggantian,2825,3,9455,1,repair
NMAX-NEO-S,2020,8671,1,Perlu Ganti,Baik,474,5,8671,1,rutin
NMAX-NEO-S,2018,42572,3,Perlu Ganti,Perlu Penggantian,465,6,14190,2,repair
ALL-NEW-NMAX,2018,27893,3,Baik,Perlu Penggantian,930,2,9297,1,repair
ALL-NEW-NMAX,2021,0,0,Kritis,Baik,0,12,0,0,rutin
FREE-GO-S,2020,6572,1,Kritis,Baik,2168,11,6572,1,repair
X-MAX-CONNEC,2019,23590,2,Kritis,Perlu Penyetelan,5080,6,11795,0,rutin
MIO-M3 125,2020,6144,1,Kritis,Baik,5284,10,6144,1,rutin
LEXI,2020,7208,1,Kritis,Baik,4461,11,7208,2,repair
NMAX-NEO-S,2021,0,0,Kritis,Baik,0,12,0,1,repair
FILANO-NEO,2021,301,0,Perlu Ganti,Baik,19,7,301,0,rutin
MIO,2019,11910,2,Baik,Baik,1409,4,5955,0,rutin
ALL-NEW-AEROX,2019,24131,2,Perlu Ganti,Perlu Penyetelan,40,5,12065,1,repair
ALL-NEW-NMAX,2021,67,0,Perlu Ganti,Baik,21,6,67,1,repair
MIO,2020,10130,1,Baik,Baik,294,2,10130,0,rutin
ALL-NEW-AEROX,2018,21567,3,Baik,Perlu Penyetelan,2,1,7189,0,rutin
MT-15,2019,25959,2,Kritis,Perlu Penggantian,2558,10,12979,2,repair
NMAX-NEO-S,2018,25392,3,Kritis,Perlu Penggantian,3004,4,8464,3,repair
ALL-NEW-NMAX,2020,5348,1,Kritis,Baik,474,11,5348,1,rutin
FREE-GO-S,2021,206,0,Baik,Baik,13,1,206,0,rutin
XSR 155,2021,83,0,Baik,Baik,25,3,83,0,rutin
XSR 155,2020,11651,1,Kritis,Baik,7319,9,11651,2,repair
X-MAX-CONNEC,2020,15019,1,Kritis,Perlu Penyetelan,3237,8,15019,2,repair
LEXI,2021,0,0,Kritis,Baik,0,12,0,0,rutin
LEXI,2019,19919,2,Kritis,Perlu Penyetelan,2153,10,9959,0,rutin
X-MAX-CONNEC,2019,22021,2,Baik,Perlu Penyetelan,40,3,11010,0,rutin
LEXI,2019,16064,2,Perlu Ganti,Perlu Penyetelan,1857,2,8032,0,rutin
MIO,2020,6353,1,Perlu Ganti,Baik,125,6,6353,0,rutin
FAZZIO-NEO-HY,2021,24,0,Kritis,Baik,19,10,24,1,repair
MIO-M3 125,2021,182,0,Baik,Baik,76,1,182,0,rutin
MIO,2019,12073,2,Kritis,Baik,4931,12,6036,0,rutin
NMAX-NEO-S,2020,15035,1,Kritis,Perlu Penyetelan,3663,12,15035,1,repair
LEXI,2019,17060,2,Kritis,Perlu Penyetelan,3205,5,8530,1,repair
MIO,2021,262,0,Perlu Ganti,Baik,144,7,262,0,rutin
MIO,2018,28890,3,Kritis,Perlu Penggantian,4515,6,9630,2,repair
NMAX-NEO-S,2019,31781,2,Kritis,Perlu Penggantian,6718,12,15890,0,rutin
MT-15,2021,0,0,Kritis,Baik,0,9,0,2,repair
LEXI,2021,0,0,Baik,Baik,0,2,0,0,rutin
MT-15,2018,34971,3,Kritis,Perlu Penggantian,2638,11,11657,3,repair
NMAX-NEO-S,2018,37768,3,Kritis,Perlu Penggantian,2896,8,12589,3,repair
XSR 155,2020,12023,1,Perlu Ganti,Baik,545,5,12023,0,rutin
MIO,2018,36372,3,Perlu Ganti,Perlu Penggantian,1546,5,12124,1,repair
ALL-NEW-NMAX,2018,24401,3,Perlu Ganti,Perlu Penyetelan,89,5,8133,1,repair
ALL-NEW-NMAX,2021,86,0,Baik,Baik,3,4,86,0,rutin
FAZZIO-NEO-HY,2021,329,0,Kritis,Baik,279,11,329,0,rutin
MIO-M3 125,2020,10704,1,Kritis,Baik,3458,9,10704,1,repair
FAZZIO-NEO-HY,2018,24182,3,Kritis,Perlu Penyetelan,777,11,8060,1,repair
FAZZIO-NEO-HY,2020,4752,1,Baik,Baik,1663,3,4752,0,rutin
MIO,2020,9082,1,Baik,Baik,498,4,9082,0,rutin
FREE-GO-S,2019,19520,2,Kritis,Perlu Penyetelan,2681,8,9760,2,repair
FREE-GO-S,2018,20571,3,Kritis,Perlu Penyetelan,4142,5,6857,2,repair
ALL-NEW-AEROX,2019,23845,2,Kritis,Perlu Penyetelan,1057,10,11922,1,repair
NMAX-NEO-S,2019,23127,2,Kritis,Perlu Penyetelan,8094,10,11563,1,repair
MIO-M3 125,2018,19266,3,Baik,Perlu Penyetelan,791,2,6422,0,rutin
MT-15,2018,24322,3,Kritis,Perlu Penyetelan,3042,4,8107,1,rutin
NMAX-NEO-S,2019,30425,2,Baik,Perlu Penggantian,1676,3,15212,2,repair
X-MAX-CONNEC,2019,30916,2,Kritis,Perlu Penggantian,5794,12,15458,2,repair
ALL-NEW-AEROX,2018,39242,3,Kritis,Perlu Penggantian,3332,11,13080,2,repair
R15,2019,26312,2,Baik,Perlu Penggantian,1133,1,13156,2,repair
FREE-GO-S,2020,10056,1,Kritis,Baik,5386,11,10056,1,rutin
MIO-M3 125,2018,18787,3,Kritis,Perlu Penyetelan,3235,6,6262,1,rutin
MT-15,2018,31269,3,Kritis,Perlu Penggantian,3941,6,10423,2,repair
LEXI,2020,6272,1,Baik,Baik,1048,2,6272,0,rutin
ALL-NEW-NMAX,2021,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
FILANO-NEO,2020,10457,1,Kritis,Baik,8028,11,10457,0,rutin
MIO,2019,18026,2,Kritis,Perlu Penyetelan,1266,8,9013,1,repair
MIO,2019,13079,2,Kritis,Baik,6362,8,6539,0,rutin
MIO,2021,16,0,Baik,Baik,3,4,16,0,rutin
MIO,2021,0,0,Kritis,Baik,0,12,0,1,repair
MIO,2021,452,0,Baik,Baik,383,2,452,0,rutin
R15,2019,28170,2,Kritis,Perlu Penggantian,855,9,14085,3,repair
ALL-NEW-NMAX,2021,0,0,Perlu Ganti,Baik,0,5,0,2,repair
FILANO-NEO,2019,11334,2,Kritis,Baik,3579,5,5667,1,rutin
FREE-GO-S,2018,23280,3,Kritis,Perlu Penyetelan,6111,8,7760,1,repair
XSR 155,2021,0,0,Kritis,Baik,0,10,0,1,rutin
ALL-NEW-NMAX,2021,36,0,Perlu Ganti,Baik,35,6,36,1,repair
LEXI,2019,12203,2,Kritis,Baik,7812,12,6101,2,repair
ALL-NEW-NMAX,2018,20594,3,Perlu Ganti,Perlu Penyetelan,741,6,6864,0,rutin
ALL-NEW-AEROX,2018,21634,3,Perlu Ganti,Perlu Penyetelan,2705,6,7211,1,repair
ALL-NEW-NMAX,2019,10805,2,Kritis,Baik,5472,8,5402,1,rutin
X-MAX-CONNEC,2019,23320,2,Baik,Perlu Penyetelan,1249,2,11660,0,rutin
ALL-NEW-AEROX,2018,39059,3,Kritis,Perlu Penggantian,3226,10,13019,3,repair
FREE-GO-S,2020,4954,1,Kritis,Baik,2091,11,4954,0,rutin
FREE-GO-S,2019,16092,2,Kritis,Perlu Penyetelan,3167,9,8046,2,rutin
XSR 155,2018,22509,3,Baik,Perlu Penyetelan,377,1,7503,0,rutin
ALL-NEW-NMAX,2021,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
X-MAX-CONNEC,2021,304,0,Kritis,Baik,96,9,304,1,repair
MIO-M3 125,2018,20540,3,Kritis,Perlu Penyetelan,7728,10,6846,2,repair
NMAX-NEO-S,2021,289,0,Baik,Baik,98,1,289,0,rutin
NMAX-NEO-S,2019,29121,2,Baik,Perlu Penggantian,684,4,14560,1,rutin
MIO,2020,9294,1,Kritis,Baik,4237,8,9294,2,repair
MIO,2020,10652,1,Kritis,Baik,9042,11,10652,1,repair
ALL-NEW-NMAX,2018,15287,3,Kritis,Perlu Penyetelan,5603,10,5095,3,repair
MT-15,2019,28528,2,Kritis,Perlu Penggantian,7746,12,14264,3,repair
LEXI,2021,0,0,Perlu Ganti,Baik,0,5,0,0,rutin
NMAX-NEO-S,2021,0,0,Baik,Baik,0,3,0,0,rutin
MIO-M3 125,2021,0,0,Baik,Baik,0,1,0,0,rutin
MIO,2020,11305,1,Baik,Baik,192,4,11305,0,rutin
NMAX-NEO-S,2019,24828,2,Kritis,Perlu Penyetelan,4448,6,12414,1,repair
MIO,2018,21717,3,Kritis,Perlu Penyetelan,9720,12,7239,2,repair
FREE-GO-S,2021,49,0,Kritis,Baik,44,8,49,1,repair
XSR 155,2021,0,0,Baik,Baik,0,4,0,0,rutin
XSR 155,2021,245,0,Kritis,Baik,135,12,245,1,repair
FREE-GO-S,2019,12773,2,Kritis,Baik,4570,5,6386,1,repair
MIO,2019,14377,2,Kritis,Baik,6339,8,7188,1,repair
FILANO-NEO,2021,435,0,Perlu Ganti,Baik,74,6,435,0,rutin
FAZZIO-NEO-HY,2018,28390,3,Perlu Ganti,Perlu Penggantian,2950,7,9463,0,rutin
ALL-NEW-AEROX,2020,14102,1,Kritis,Baik,2810,10,14102,2,repair
LEXI,2020,6212,1,Kritis,Baik,3725,7,6212,1,repair
MIO,2018,28691,3,Baik,Perlu Penggantian,1468,3,9563,2,repair
NMAX-NEO-S,2019,15430,2,Kritis,Perlu Penyetelan,4871,6,7715,2,repair
ALL-NEW-NMAX,2019,11316,2,Baik,Baik,556,1,5658,0,rutin
ALL-NEW-AEROX,2020,14724,1,Baik,Baik,381,1,14724,0,rutin
MIO-M3 125,2020,9584,1,Baik,Baik,1003,2,9584,0,rutin
ALL-NEW-NMAX,2019,12712,2,Kritis,Baik,3667,7,6356,1,repair
NMAX-NEO-S,2021,135,0,Kritis,Baik,90,10,135,2,repair
MIO,2018,23483,3,Perlu Ganti,Perlu Penyetelan,2995,6,7827,2,repair
X-MAX-CONNEC,2018,38814,3,Kritis,Perlu Penggantian,1542,8,12938,3,repair
R15,2019,19193,2,Perlu Ganti,Perlu Penyetelan,1437,7,9596,2,repair
R15,2019,24673,2,Baik,Perlu Penyetelan,1166,1,12336,0,rutin
FREE-GO-S,2021,0,0,Baik,Baik,0,4,0,0,rutin
MIO-M3 125,2018,24103,3,Perlu Ganti,Perlu Penyetelan,2212,6,8034,0,rutin
X-MAX-CONNEC,2020,11157,1,Baik,Baik,1267,1,11157,0,rutin
MIO,2021,220,0,Perlu Ganti,Baik,83,5,220,0,rutin
LEXI,2020,9610,1,Kritis,Baik,4985,7,9610,1,rutin
MIO-M3 125,2019,12141,2,Perlu Ganti,Baik,1744,6,6070,0,rutin
MIO,2019,13951,2,Kritis,Baik,7498,12,6975,2,rutin
FREE-GO-S,2019,20717,2,Baik,Perlu Penyetelan,32,2,10358,1,rutin
LEXI,2021,0,0,Kritis,Baik,0,11,0,2,repair
ALL-NEW-AEROX,2021,366,0,Kritis,Baik,303,9,366,1,repair
MIO,2019,12267,2,Baik,Baik,1034,3,6133,0,rutin
R15,2019,17631,2,Kritis,Perlu Penyetelan,6497,8,8815,0,rutin
NMAX-NEO-S,2018,25329,3,Perlu Ganti,Perlu Penggantian,2273,4,8443,0,rutin
FAZZIO-NEO-HY,2018,21067,3,Baik,Perlu Penyetelan,1347,3,7022,0,rutin
MIO-M3 125,2021,0,0,Kritis,Baik,0,11,0,2,repair
ALL-NEW-NMAX,2021,0,0,Kritis,Baik,0,10,0,1,rutin
ALL-NEW-AEROX,2020,13840,1,Baik,Baik,30,1,13840,0,rutin
MIO-M3 125,2019,12198,2,Kritis,Baik,5343,8,6099,0,rutin
ALL-NEW-AEROX,2020,11004,1,Kritis,Baik,2396,12,11004,0,rutin
ALL-NEW-NMAX,2018,27077,3,Baik,Perlu Penggantian,1072,4,9025,1,rutin
FREE-GO-S,2019,14109,2,Kritis,Baik,4509,8,7054,1,repair
MIO,2020,5640,1,Kritis,Baik,5576,9,5640,0,rutin
FREE-GO-S,2019,15510,2,Kritis,Perlu Penyetelan,1443,9,7755,2,repair
FILANO-NEO,2020,8881,1,Kritis,Baik,4765,6,8881,2,repair
FILANO-NEO,2019,20197,2,Kritis,Perlu Penyetelan,6317,8,10098,1,repair
NMAX-NEO-S,2018,35386,3,Baik,Perlu Penggantian,634,3,11795,0,rutin
LEXI,2021,0,0,Perlu Ganti,Baik,0,5,0,1,repair
ALL-NEW-AEROX,2018,22581,3,Perlu Ganti,Perlu Penyetelan,838,6,7527,2,repair
MT-15,2021,385,0,Kritis,Baik,39,9,385,0,rutin
XSR 155,2020,12036,1,Perlu Ganti,Baik,95,6,12036,0,rutin
XSR 155,2021,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
FREE-GO-S,2020,10205,1,Perlu Ganti,Baik,695,6,10205,0,rutin
X-MAX-CONNEC,2019,20385,2,Baik,Perlu Penyetelan,1440,2,10192,0,rutin
NMAX-NEO-S,2019,21716,2,Kritis,Perlu Penyetelan,1882,9,10858,2,rutin
MT-15,2020,6863,1,Kritis,Baik,5461,9,6863,1,rutin
MIO,2021,0,0,Kritis,Baik,0,11,0,0,rutin
MIO,2018,30313,3,Kritis,Perlu Penggantian,4694,11,10104,4,repair
MIO,2021,117,0,Kritis,Baik,113,11,117,1,rutin
MIO-M3 125,2021,0,0,Perlu Ganti,Baik,0,6,0,0,rutin
ALL-NEW-NMAX,2021,148,0,Kritis,Baik,61,12,148,0,rutin
LEXI,2021,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
ALL-NEW-AEROX,2019,29201,2,Kritis,Perlu Penggantian,658,9,14600,3,repair
XSR 155,2019,26514,2,Perlu Ganti,Perlu Penggantian,1834,3,13257,2,repair
X-MAX-CONNEC,2018,35569,3,Kritis,Perlu Penggantian,630,10,11856,4,repair
LEXI,2020,8347,1,Perlu Ganti,Baik,737,6,8347,0,rutin
ALL-NEW-AEROX,2019,13891,2,Perlu Ganti,Baik,1953,2,6945,1,rutin
ALL-NEW-AEROX,2019,17452,2,Kritis,Perlu Penyetelan,5047,7,8726,2,repair
MIO,2021,0,0,Kritis,Baik,0,10,0,1,repair
X-MAX-CONNEC,2021,0,0,Perlu Ganti,Baik,0,7,0,0,rutin
ALL-NEW-NMAX,2019,17008,2,Perlu Ganti,Perlu Penyetelan,272,7,8504,2,repair
ALL-NEW-AEROX,2020,13312,1,Kritis,Baik,9400,12,13312,0,rutin
NMAX-NEO-S,2019,19813,2,Perlu Ganti,Perlu Penyetelan,525,5,9906,2,repair
FREE-GO-S,2020,5033,1,Kritis,Baik,192,9,5033,0,rutin
ALL-NEW-NMAX,2020,5290,1,Baik,Baik,1286,1,5290,0,rutin
MIO,2019,12108,2,Kritis,Baik,644,8,6054,0,rutin
MIO,2018,30607,3,Kritis,Perlu Penggantian,8260,12,10202,0,rutin
NMAX-NEO-S,2021,0,0,Kritis,Baik,0,10,0,1,rutin
MIO,2019,23315,2,Baik,Perlu Penyetelan,1186,1,11657,0,rutin
VIXION,2020,7512,1,Kritis,Baik,1066,9,7512,0,rutin
FREE-GO-S,2020,10824,1,Kritis,Baik,4102,7,10824,1,repair
FILANO-NEO,2019,16004,2,Kritis,Perlu Penyetelan,3101,5,8002,2,repair
MT-15,2018,23688,3,Perlu Ganti,Perlu Penyetelan,2810,7,7896,1,rutin
MIO-M3 125,2018,16775,3,Kritis,Perlu Penyetelan,2807,9,5591,1,repair
VIXION,2018,24985,3,Baik,Perlu Penyetelan,713,2,8328,1,repair
FILANO-NEO,2021,0,0,Baik,Baik,0,1,0,0,rutin
XSR 155,2021,289,0,Perlu Ganti,Baik,103,5,289,0,rutin
ALL-NEW-NMAX,2021,308,0,Perlu Ganti,Baik,296,5,308,0,rutin
XSR 155,2019,16012,2,Kritis,Perlu Penyetelan,9004,11,8006,2,repair
ALL-NEW-NMAX,2018,24985,3,Perlu Ganti,Perlu Penyetelan,2995,5,8328,0,rutin
ALL-NEW-NMAX,2018,28378,3,Baik,Perlu Penggantian,182,4,9459,0,rutin
MIO-M3 125,2019,18421,2,Kritis,Perlu Penyetelan,5874,8,9210,2,repair
FAZZIO-NEO-HY,2021,0,0,Kritis,Baik,0,10,0,0,rutin
NMAX-NEO-S,2018,42652,3,Kritis,Perlu Penggantian,1403,12,14217,3,repair
MIO-M3 125,2021,197,0,Kritis,Baik,44,9,197,2,repair
ALL-NEW-NMAX,2019,21055,2,Baik,Perlu Penyetelan,815,1,10527,0,rutin
MIO,2020,10289,1,Kritis,Baik,1958,9,10289,2,repair
NMAX-NEO-S,2021,299,0,Baik,Baik,57,1,299,0,rutin
ALL-NEW-NMAX,2020,7429,1,Baik,Baik,861,1,7429,0,rutin
ALL-NEW-AEROX,2018,45677,3,Perlu Ganti,Perlu Penggantian,2178,5,15225,0,rutin
X-MAX-CONNEC,2018,42453,3,Perlu Ganti,Perlu Penggantian,2091,6,14151,0,rutin
NMAX-NEO-S,2021,377,0,Kritis,Baik,85,8,377,1,repair
FILANO-NEO,2020,6355,1,Kritis,Baik,3931,5,6355,2,repair
MT-15,2018,23636,3,Kritis,Perlu Penyetelan,2916,11,7878,0,rutin
LEXI,2019,11464,2,Kritis,Baik,8145,12,5732,1,repair
ALL-NEW-AEROX,2019,24687,2,Baik,Perlu Penyetelan,683,3,12343,0,rutin
ALL-NEW-AEROX,2018,22238,3,Perlu Ganti,Perlu Penyetelan,2289,7,7412,0,rutin
MIO-M3 125,2020,4588,1,Baik,Baik,731,2,4588,0,rutin
X-MAX-CONNEC,2019,14593,2,Kritis,Baik,3897,12,7296,0,rutin
ALL-NEW-AEROX,2019,16060,2,Kritis,Perlu Penyetelan,1957,8,8030,2,repair
NMAX-NEO-S,2018,26911,3,Baik,Perlu Penggantian,504,3,8970,1,repair
MIO-M3 125,2020,7709,1,Perlu Ganti,Baik,2553,3,7709,1,repair
ALL-NEW-AEROX,2018,21931,3,Kritis,Perlu Penyetelan,6749,9,7310,0,rutin
FREE-GO-S,2019,17789,2,Kritis,Perlu Penyetelan,6283,11,8894,0,rutin
ALL-NEW-NMAX,2020,6765,1,Kritis,Baik,4914,11,6765,2,repair
